TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
4818WWRTHN526SH,WORTHINGTON SPECIALTY PROCESSING - CANTON,331221,issues,issues,issues,issues,issues,WORTHINGTON INDUSTRIES INC,110003615696.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
41045STLTCRT1BO,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110008357544.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
02714RGSTW266SA,ZAPP PRECISION STRIP INC.,331221,issues,issues,issues,issues,issues,issues,110002028733.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
98108NRTHS820SB,NORTH STAR CASTEEL PRODUCTS INC,331513,issues,issues,issues,issues,issues,issues,110002150243.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
06492LBRCH1DUDL,ULBRICH SPECIALTY STRIP MILL,331221,issues,issues,issues,issues,issues,ULBRICH STAINLESS STEELS & SPECIAL METALS INC,110000739755.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
18201WRHZL225NC,HAZLETON CASTING CO,331513,issues,issues,issues,issues,issues,issues,110000335245.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
77437BLCRK729FM,BLUE CREEK FOUNDRY,331513,issues,issues,issues,issues,issues,issues,110020056339.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
35160TLLDG208NC,TALLADEGA CASTINGS & MACHINE CO INC,331513,issues,issues,issues,issues,issues,issues,110009352823.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
02852SNSCM1MACN,SENESCO MAIN YARD,336611,issues,issues,issues,issues,issues,issues,110021278918.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
29450STLTC122SS,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110008557123.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
40019STLTC198SH,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110015782704.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
35150STHRNHWYWA,SOUTHERN ALLOY CORP,331513,issues,issues,issues,issues,issues,issues,110064122159.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
44408CLMBN501LI,COLUMBIANA FOUNDRY CO,331513,issues,issues,issues,issues,issues,issues,110000389570.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
49015DVNTG6CLAR,ADVANTAGE SINTERED METALS INC,331221,issues,issues,issues,issues,issues,ADVANTAGE SINTERED METALS INC,110033196789.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
44707SCSTN722MU,U.S. CASTING CO,331513,issues,issues,issues,issues,issues,issues,110001629024.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
9840WBRDKN3611S,BRADKEN INC,331513,issues,issues,issues,issues,issues,BRADKEN INC,110054929459.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
39110MTCHS576CH,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110025332548.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
4793WSTLTC356SU,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110043544028.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
6344WKPFST89EAS,KPF STEEL FOUNDRY,331513,issues,issues,issues,issues,issues,issues,110040756278.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
46368STLTC5830S,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110003090011.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
45875CLDMT740WI,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110000395867.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
97210SCCRP2141N,ESCO CORP,331513,issues,issues,issues,issues,issues,issues,110000487394.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
84104STRBR976PI,STAR FOUNDRY & MACHINE,331513,issues,issues,issues,issues,issues,issues,110000469369.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
44102LCNND7990B,ALCON INDUSTRIES INC,331513,issues,issues,issues,issues,issues,issues,110000386387.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
13440RMSTR530HE,WORTHINGTON STEEL ROME LLC,331221,issues,issues,issues,issues,issues,WORTHINGTON INDUSTRIES INC,110000325853.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
19714VPRCN16BRO,VP RACING FUELS,324199,issues,issues,issues,issues,issues,VP RACING FUELS INC,110012707801.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
35603MTCHS331MA,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110001713780.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
98134NRTHW34111,NORTHWEST CASTINGS,331513,issues,issues,issues,issues,issues,issues,110000489702.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
9206WVLLYM13125,VALLEY METALS LLC,331221,331491.0,issues,issues,issues,issues,VALLEY METALS LLC,110018977142.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
48188STLTC5501B,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110006743453.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
17046RGLCS307N9,REGAL CAST INC.,331513,issues,issues,issues,issues,issues,PRL INC,110001087270.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
44094STLTC2220J,STEEL TECHNOLOGIES LLC,331221,issues,issues,issues,issues,issues,NUMIT LLC,110046569913.0,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110040971491.0,CMC STEEL NEW JERSEY,N CROSSMAN RD,SAYREVILLE,NJ,8872,40.479262,-74.321207,MIDDLESEX,331110,nan,08872NWJRSNORTH,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000325050.0,NUCOR STEEL AUBURN INC,25 QUARRY RD,AUBURN,NY,13021,42.9509,-76.57055,CAYUGA,331110,nan,13021BRNSTQUARR,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000328734.0,ATI FLAT ROLLED PRODUCTS HOLDINGS LLC,100 RIVER RD,BRACKENRIDGE,PA,15014,40.6081,-79.7291,ALLEGHENY,331110,nan,15014LLGHNRIVER,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000582977.0,UNION ELECTRIC STEEL CORP,RT 18,BURGETTSTOWN,PA,15021,40.4077,-80.4053,WASHINGTON,333519,nan,15021NNLCTPOBOX,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110022522279.0,JEWEL ACQUISITION LLC - MIDLAND PLANT,950 TENTH ST,MIDLAND,PA,15059,40.63537,-80.44903,BEAVER,331110,nan,15059JLSPC12THS,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000330188.0,LATROBE SPECIALTY METALS,2626 LIGONIER ST,LATROBE,PA,15650,40.302598,-79.372804,WESTMORELAND,331110,nan,15650LTRBS2626L,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000330650.0,NORTH AMERICAN HOGANAS,111 HOGANAS WAY,HOLLSOPPLE,PA,15935,40.192646,-78.933994,SOMERSET,331110,nan,15935FRSTMRTE60,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000583574.0,IPSCO KOPPEL TUBULARS CORP,6403 6TH AVE,KOPPEL,PA,16136,40.839508,-80.320897,BEAVER,331110,nan,16136BBCCKMOUNT,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000331374.0,ELLWOOD NATIONAL FORGE CO,1 FRONT ST,IRVINE,PA,16329,41.841555,-79.27005,WARREN,332111,nan,16329NTNLF1FRON,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110040907392.0,STANDARD STEEL LLC,500 N WALNUT ST,BURNHAM,PA,17009,40.636944,-77.571944,MIFFLIN,331110,nan,17009STNDR500WA,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000332916.0,CLEVELAND-CLIFFS STEELTON LLC,215 S FRONT ST,STEELTON,PA,17113,40.226389,-76.848611,DAUPHIN,331110,nan,17113BTHLHFRONT,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110005981928.0,CLEVELAND-CLIFFS  PLATE LLC COATESVILLE FACILITY,139 MODENA RD,COATESVILLE,PA,19320,39.98301,-75.82791,CHESTER,331110,nan,19320LKNSSMODEN,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110010267237.0,CARPENTER TECHNOLOGY CORP,101 W BERN ST,READING,PA,19601,40.361105,-75.936838,BERKS,331110,nan,19612CRPNT101WB,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110002097766.0,CHAPARRAL (VA) INC,25801 HOFHEIMER WAY,PETERSBURG,VA,23803,37.179254,-77.447487,DINWIDDIE,331110,nan,23803CHPRR25801,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000342889.0,STEEL DYNAMICS INC ROANOKE BAR DIV,102 WESTSIDE BLVD,ROANOKE,VA,24017,37.27251,-79.99861,ROANOKE (CITY),331110,nan,24017RNKLC102WE,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110024423131.0,NUCOR STEEL HERTFORD COUNTY,1505 RIVER RD,COFIELD,NC,27922,36.355216,-76.81115,HERTFORD,331110,nan,27922NCRST1505R,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110012474697.0,GERDAU LONG STEEL NA-CHARLOTTE MILL,6601 LAKEVIEW RD,CHARLOTTE,NC,28269,35.33902,-80.82926,MECKLENBURG,332312,nan,28213FLRDSHWY11,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000351887.0,CMC STEEL SC,310 NEW STATE RD,CAYCE,SC,29033,33.963256,-81.049798,LEXINGTON,331110,nan,29033WNLCT310NE,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000353527.0,NUCOR STEEL-BERKELEY,1455 HAGAN AVE,HUGER,SC,29450,33.004097,-79.8816,BERKELEY,331110,nan,29450NCRST1455H,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110008566845.0,NUCOR STEEL-DARLINGTON,300 STEEL MILL RD,DARLINGTON,SC,29540,34.375958,-79.896878,DARLINGTON,331110,nan,29532NCRSTBOX52,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110041343267.0,GERDAU AMERISTEEL CARTERSVILLE STEEL MILL,384 OLD GRASSDALE RD NE,CARTERSVILLE,GA,30121,34.242779,-84.797775,BARTOW,331110,nan,30120TLNTCPEEPL,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110009072984.0,CMC STEEL FLORIDA,16770 REBAR RD,JACKSONVILLE,FL,32234,30.28835,-81.977729,DUVAL,331110,nan,32234FLRDSHWY21,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110013834770.0,SMI STEEL LLC DBA CMC STEEL ALABAMA,101 S 50TH ST,BIRMINGHAM,AL,35212,33.534104,-86.757929,JEFFERSON,331110,nan,35212SMSTLPOBOX,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110057474193.0,NUCOR STEEL BIRMINGHAM INC,2301 F L SHUTTLESWORTH DR,BIRMINGHAM,AL,35234,33.54539,-86.8093,JEFFERSON,331110,nan,35234BRMNG4301F,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110042026170.0,NUCOR STEEL TUSCALOOSA INC,1700 HOLT RD NE,TUSCALOOSA,AL,35404,33.23375,-87.50693,TUSCALOOSA,331110,nan,35404TSCLS1500H,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000589328.0,NUCOR STEEL DECATUR LLC,4301 IVERSON BLVD,TRINITY,AL,35673,34.638906,-87.089036,MORGAN,331110,nan,35603TRCST4301H,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110006034727.0,SSAB ALABAMA INC,12400 HWY 43 N,AXIS,AL,36505,30.943048,-88.012823,MOBILE,331110,nan,36505PSCST12400,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110070881484.0,OUTOKUMPU STAINLESS USA LLC,1 STEEL DR,CALVERT,AL,36513,31.1522,-87.9858,MOBILE,331110,nan,3651WTHYSS1THYS,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000370134.0,HOEGANAES CORP,1315 AIRPORT RD,GALLATIN,TN,37066,36.380556,-86.416111,SUMNER,331110,nan,37066HGNSC810ST,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000373480.0,CMC STEEL TENNESSEE,1919 TENNESSEE AVE,KNOXVILLE,TN,37921,35.97812,-83.95645,KNOX,331110,nan,37921FLRDS1919T,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000374005.0,NUCOR STEEL MEMPHIS INC,3601 PAUL R LOWRY RD,MEMPHIS,TN,38109,35.04991,-90.15314,SHELBY,331110,nan,38109BRMNG3601P,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110007846359.0,GERDAU LONG STEEL NORTH AMERICA - JACKSON MILL,801 GERDAU DRIVE,JACKSON,TN,38305,35.72409,-88.81766,MADISON,331110,nan,38305FLRDSUSHIG,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000376664.0,NUCOR STEEL JACKSON INC,3630 FOURTH ST,FLOWOOD,MS,39232,32.312167,-90.137278,RANKIN,331110,nan,39208BSCSTFOURT,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110041596902.0,STEEL DYNAMICS INC FLAT ROLL GROUP COLUMBUS DIV,1945 AIRPORT RD,COLUMBUS,MS,39701,33.443611,-88.575556,LOWNDES,331110,nan,39701SVRCR1INDU,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000591226.0,NUCOR STEEL GALLATIN LLC,US HWY 42 W,WARSAW,KY,41095,38.766667,-85.004167,GALLATIN,331110,nan,41096GLLTNUS42W,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000741715.0,NUCOR STEEL MARION INC,912 CHENEY AVE,MARION,OH,43302,40.5707,-83.1388,MARION,331110,nan,43302MRNST912CH,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110016755304.0,NORTH STAR BLUESCOPE STEEL LLC,6767 COUNTY RD 9,DELTA,OH,43515,41.5684,-84.03759,FULTON,331110,nan,43515NRTHS6767C,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110011945681.0,CLEVELAND-CLIFFS CLEVELAND WORKS LLC,3060 EGGERS AVE,CLEVELAND,OH,44105,41.463486,-81.667828,CUYAHOGA,331110,nan,44105SGCLV3060E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000387402.0,CHARTER MANUFACTURING CO. INC.,4300 E 49TH ST,CUYAHOGA HEIGHTS,OH,44125,41.442661,-81.66421,CUYAHOGA,331110,nan,44125MRCNS4300E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000391898.0,CLEVELAND-CLIFFS STEEL CORP - MANSFIELD WORKS,913 BOWMAN ST,MANSFIELD,OH,44903,40.78449,-82.52327,RICHLAND,331110,nan,44901MPRDT913BO,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000392557.0,CLEVELAND-CLIFFS INC.,1801 CRAWFORD ST,MIDDLETOWN,OH,45044,39.480699,-84.381196,BUTLER,331110,nan,45043RMCNC1801C,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110056970461.0,STEEL DYNAMICS INC-ENGINEERED BAR PRODUCTS DIV,8000 N COUNTY RD 225E,PITTSBORO,IN,46167,39.876783,-86.482113,HENDRICKS,331110,nan,46167QLTCH8000N,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000607558.0,CLEVELAND-CLIFFS BURNS HARBOR LLC,250 W US HWY 12,BURNS HARBOR,IN,46304,41.634,-87.131,PORTER,331110,nan,46304BTHLHBURNS,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000397794.0,CLEVELAND-CLIFFS STEEL LLC,3001 DICKEY RD,EAST CHICAGO,IN,46312,41.651165,-87.459167,LAKE,331110,nan,46312LTVST3001D,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110066942526.0,CLEVELAND-CLIFFS STEEL LLC,3210 WATLING ST MAIL CODE (8-130),EAST CHICAGO,IN,46312,41.656321,-87.450142,LAKE,331110,nan,46312NLNDS3210W,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000398212.0,NLMK INDIANA,6500 S BOUNDARY RD,PORTAGE,IN,46368,41.62225,-87.161639,PORTER,331110,nan,46368BTSTL6500S,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000398374.0,USS GARY WORKS,1 N BROADWAY,GARY,IN,46402,41.6125,-87.3114,LAKE,331110,nan,46402SSGRYONENO,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110017410595.0,NUCOR STEEL,4537 S NUCOR RD,CRAWFORDSVILLE,IN,47933,39.9747,-86.8301,MONTGOMERY,331110,nan,47933NCRST400SO,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110060497001.0,CLEVELAND-CLIFFS STEEL CORP DEARBORN WORKS,4001 MILLER RD,DEARBORN,MI,48120,42.301742,-83.162934,WAYNE,331110,nan,48121RGSTL3001M,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000405945.0,GERDAU MACSTEEL MONROE,3000 E FRONT ST,MONROE,MI,48161,41.897173,-83.361645,MONROE,331110,nan,48161NRTHS3000E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000409843.0,GERDAU SPECIAL STEEL NA,3100 BROOKLYN RD,JACKSON,MI,49203,42.202661,-84.363023,JACKSON,331110,nan,49204QNXCRPOBOX,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110008524034.0,SSAB IOWA INC.,1770 BILL SHARP BLVD,MUSCATINE,IA,52761,41.48553,-90.82278,MUSCATINE,331110,nan,52761PSCST1770B,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000772913.0,GERDAU WILTON,1500 W 3RD ST,WILTON,IA,52778,41.585661,-91.042156,MUSCATINE,331110,nan,52778NRTHSHWY38,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110030735916.0,A FINKL & SONS CO DBA FINKL STEEL - CHICAGO,1355 E 93RD ST,CHICAGO,IL,60619,41.726794,-87.590059,COOK,331110,nan,60619VRSNC1355E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110015682215.0,CLEVELAND-CLIFFS RIVERDALE LLC,13500 S PERRY AVE,RIVERDALE,IL,60827,41.656474,-87.625847,COOK,331110,nan,60627CMSTL13500,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110038174098.0,NUCOR STEEL KANKAKEE INC,ONE NUCOR WAY,BOURBONNAIS,IL,60914,41.181332,-87.856643,KANKAKEE,331110,nan,60914BRMNGRR1BO,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110013297823.0,STERLING STEEL CO LLC,101 AVE K,STERLING,IL,61081,41.786281,-89.709809,WHITESIDE,331110,nan,61081STRLN101AV,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000612212.0,KEYSTONE STEEL & WIRE CO D/B/A LIBERTY STEEL & WIRE PEORIA,7000 SW ADAMS ST,BARTONVILLE,IL,61607,40.642503,-89.645771,PEORIA,331110,nan,61641KYSTN7000S,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000438679.0,ALTON STEEL INC,5 CUT ST,ALTON,IL,62002,38.884444,-90.143735,MADISON,331110,nan,62002LCLDSCUTST,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110018406679.0,U.S. STEEL GRANITE CITY WORKS,1951 STATE ST,GRANITE CITY,IL,62040,38.6954,-90.1367,MADISON,331110,nan,62040GRNTC20THS,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000448132.0,NUCOR STEEL NEBRASKA,2911 E NUCOR RD,NORFOLK,NE,68701,42.078346,-97.360153,STANTON,331110,nan,68701NCRSTRURAL,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110041192410.0,BD LAPLACE LLC,138 HWY 3217,LA PLACE,LA,70068,30.03686,-90.46454,ST. JOHN THE BAPTIST PARISH,331110,nan,70069BYSTLRIVER,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000451671.0,ARKANSAS STEEL ASSOCIATES LLC,2803 VAN DYKE RD,NEWPORT,AR,72112,35.648518,-91.244662,JACKSON,331110,nan,72112RKNSSVANDY,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000452180.0,NUCOR STEEL-ARKANSAS,7301 E COUNTY RD 142,BLYTHEVILLE,AR,72315,35.941,-89.727,MISSISSIPPI,331110,nan,72315NCRST7301E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000743562.0,NUCOR-YAMATO STEEL CO,5929 E STATE HWY 18,BLYTHEVILLE,AR,72316,35.901866,-89.775643,MISSISSIPPI,331110,nan,72316NCRYM5929E,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000453401.0,GERDAU-FORT SMITH MILL,5225 PLANTERS RD,FORT SMITH,AR,72916,35.3025,-94.375278,SEBASTIAN,331110,nan,72902QNXMC4700P,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110022524062.0,MID AMERICAN STEEL & WIRE CO LLC,1327 SMILEY RD,MADILL,OK,73446,34.07091,-96.75503,MARSHALL,331110,nan,73446MDMRC1327S,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110008148575.0,NUCOR STEEL - JEWETT TEXAS DIV,8812 HWY 79 W,JEWETT,TX,75846,31.354802,-96.165199,LEON,331110,nan,75846NCRSTHWY79,TRI,right_only
issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,110000459183.0,CHAPARRAL STEEL MIDLOTHIAN LP,300 WARD RD,MIDLOTHIAN,TX,76065,32.458249,-97.036607,ELLIS,331110,nan,76065CHPRR300WA,TRI,right_only
