FACILITY_ID,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,UrbanRural
10613611,164,3.7,80,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,,,,,,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,140,10,350,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,135,3,80,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,50,9.8,300,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,45,2,120,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10613611,36,2.5,1800,,1,10613611,"Red Trail Energy, LLC - Richardton Ethanol Plant",3682 Highway 8 South,Richardton,ND,58652,46.877936,-102.296564,Stark,325193,,
10701611,173,9,165,,1.6666,10701611,Cargill Inc,650 Industrial Park Dr,Blair,NE,68008-3000,41.5295,-96.1027,Washington,325193,,
10701611,,,,,,10701611,Cargill Inc,650 Industrial Park Dr,Blair,NE,68008-3000,41.5295,-96.1027,Washington,325193,,
10734211,2,112,1.3,81.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,86,3,77.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,1,,,,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,68,2,65.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,15,1.3,77.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,75,4,310.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,68,1,77.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,60,1,77.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,20,1,1500.0,1.66,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,75,4,302.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,30,1.3,80.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,70,3,108.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10734211,2,100,6,301.0,,10734211,"POET BIOREFINING-LADDONIA, LLC",809 N PINE,LADDONIA,MO,63352,39.2499,-91.6405,Audrain,325193,,
10810111,160,3.33,72,466.6666,53.5616,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,160,4,72,800.0,63.6363,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,33,.33,70,0.0333,.3895,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,47,1.46,121,42.0,25.0771,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,33,.33,69,0.0333,.3895,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,8,.25,770,4.1666,84.8484,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,34,2,1800,106.6666,33.9393,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,48,4,110,250.0,19.8863,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,75,2.25,150,63.0666,15.8551,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,58,3.4,436,251.0,27.6344,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,42,13.06,85,3246.0,24.2213,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,40,25.33,85,13000.0002,25.7874,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,30,2.5,80,431.6666,87.903,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10810111,125,10,300,3666.6667,46.6666,10810111,One Earth Energy LLC,202 N Jordan Dr,Gibson City,IL,60936-2203,40.471085,-88.39574,Ford,325193,,
10813811,300,3.8,70,794.0,69.9823,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,47,1.46,121,42.0,25.0771,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,72,2.71,77,222.0,38.4724,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,33,.33,69,0.0333,.3895,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,42,13.06,85,3246.0,24.2213,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,25,2.33,95,46.3333,10.8621,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,26,1.41,490,95.0,60.8164,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,49,2.2,208,99.0,26.033,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,73,2.95,744,180.0,26.3247,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,39,1.16,77,8.0,7.5667,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,,,,,,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,41,15.96,97,5252.0001,26.2418,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,48,4,97,405.75,32.2755,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,40,2.42,81,400.0,86.9289,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,60,2.5,59,302.3,61.5592,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,37,1.84,430,55.0,20.6758,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,33,.33,70,0.0333,.3895,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
10813811,160,2.17,76,135.6666,36.6681,10813811,Big River Resources Galva LLC,1100 SE 2nd St,Galva,IL,61434-8907,41.169691,-90.024473,Henry,325193,,
