,TRIFD,FACILITY NAME,PRIMARY NAICS,NAICS 2,NAICS 3,NAICS 4,NAICS 5,NAICS 6,PARENT CO NAME,FRS ID,FRS_ID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,FacilityID,Source,_merge
0,2067WPRNCF31SKI,PRINCE FREDRICK PLANT,327310,issues,issues,issues,issues,issues,CHANEY ENTERPRISES LP,110001691456,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
131,22514MRCNS16326,OLDCASTLE APG MID-ATLANTIC MILFORD VA,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110001896440,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
137,21162MRCNS10300,OLDCASTLE APG MID-ATLANTIC WHITE MARSH MD,327999,324199.0,324122.0,issues,issues,issues,CRH AMERICAS INC,110001276976,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
139,85043WRLDR8113W,WORLD RESOURCES CO,327999,issues,issues,issues,issues,issues,WORLD RESOURCES CO,110000470909,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
247,28115NGKCR119MA,NGK CERAMICS USA INC,327999,issues,issues,issues,issues,issues,NGK NA,110030816605,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
250,30288BNSLM4083B,GEORGIA MASONRY SUPPLY CONLEY,327999,issues,issues,issues,issues,issues,CRH AMERICAS INC,110007255834,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
265,15033THRMR85WAS,THERM-O-ROCK EAST INC,327999,325180.0,issues,issues,issues,issues,issues,110000328912,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
320,72216MXXXXPOBOX,3M CO - LITTLE ROCK,327999,issues,issues,issues,issues,issues,3M CO,110040995199,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
330,1452WPNFLD746WH,PENFIELD FACILITY,212312,324121.0,issues,issues,issues,issues,CRH AMERICAS INC,110001575073,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
386,5264WMDWST21WWA,MIDWEST PRECAST CONCRETE (MPC) ENTERPRISES INC,327999,issues,issues,issues,issues,issues,issues,110039132569,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
390,12415LHGHPROUTE,LEHIGH CEMENT CO LLC - CEMENTON FACILITY,327310,issues,issues,issues,issues,issues,LEHIGH HANSON,110000884927,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
480,1568WBPNCS162IB,BPI INC-SCHENLEY PA PLANT,327999,issues,issues,issues,issues,issues,BPI INC (BY PRODUCT INDUSTRIES INC),110063667866,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
539,3353WSPRTN13151,SEPARATION TECHNOLOGIES LLC,327999,issues,issues,issues,issues,issues,TITAN AMERICA LLC,110039493152,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
541,53110JYMRK2121E,JOY-MARK INC,327999,issues,issues,issues,issues,issues,issues,110001929441,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
612,84624GRYMN32MIL,GRAYMONT WESTERN U.S. INC CRICKET MTN LIME PRODUCTION,212312,issues,issues,issues,issues,issues,GRAYMONT LTD,110008061239,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
614,54401MXXXX144RO,3M CO - WAUSAU DOWNTOWN,327999,issues,issues,issues,issues,issues,3M CO,110000421776,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
619,33605LFRGF2001M,ARGOS CEMENT LLC,327310,issues,issues,issues,issues,issues,ARGOS USA CORP,110001737256,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
626,12306NSLTNONECA,VON ROLL USA INC,327999,313320.0,325211.0,325510.0,issues,issues,VON ROLL USA INC,110041168562,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
744,1456WWLWRT12ATL,WALWORTH FACILITY,212312,324121.0,issues,issues,issues,issues,CRH AMERICAS INC,110009468735,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
801,275593MCPT4191H,3M CO-PITTSBORO,327999,issues,issues,issues,issues,issues,3M CO,110056955022,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
806,1443WMNCHS1719L,MANCHESTER FACILITY,212312,324121.0,issues,issues,issues,issues,CRH AMERICAS INC,110004527842,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
811,92392STHWSBLACK,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,327310,issues,issues,issues,issues,issues,CEMEX USA,110000601171,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
831,77356SCNPC31502,SCAN PAC MANUFACTURING INC,327999,issues,issues,issues,issues,issues,issues,110000769749,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,issues,left_only
