FACILITY_ID,STKHGT,STKDIAM,STKTEMP,STKFLOW,STKVEL,UNIT_ID,PROCESS_ID,FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC
10613611,164,3.7,80,,1,110586413,156359014,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,,,,,,104919813,173723714,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,164,3.7,80,,1,104919813,149027614,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,140,10,350,,1,64282213,89230214,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,135,3,80,,1,64282313,89230314,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,164,3.7,80,,1,64282613,89230614,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,,,,,,64282713,89230714,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,50,9.8,300,,1,124545813,177395314,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,50,9.8,300,,1,124545913,177395414,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,45,2,120,,1,64282413,89230414,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,36,2.5,1800,,1,64282513,89230514,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,,,,,,64282913,89230914,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10613611,,,,,,64282813,89230814,10613611,Richardton Ethanol Plant,3682 Highway 8 South,Richardton,ND,58652,46.878,-102.297,Stark,325193,
10734211,2,112,1.3,81.0,,110591913,156364514,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,86,3,77.0,,59222713,88149814,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,1,,,,,125401113,179189614,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,68,2,65.0,,59222813,88152114,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,1,,,,,59221613,88151014,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,15,1.3,77.0,,59223013,88151914,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,75,4,310.0,,59222913,88150314,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,68,1,77.0,,59222613,88150814,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,15,1.3,77.0,,59222513,88151614,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,15,1.3,77.0,,59222413,88151714,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,2,15,1.3,77.0,,59222313,88151814,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,1,,,,,59222213,88150614,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,1,,,,,59222113,88151514,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
10734211,1,,,,,59222013,88151414,10734211,POET BIOREFINING-LADDONIA PLANT,809 N PINE,LADDONIA,MO,63352,39.2501,-91.6451,Audrain,325193,
